word,frequency
ይጨምራል,36
ጉስቁልና,36
ጊዜያዊ,36
ግባ,36
ጠላቱ,36
ጠበቃዬ,36
ጠፊ,36
ጥሶ,36
ጽዮን,36
ፈቀቅ,36
ፈዋሽ,36
ሃሩሩ,35
ለወጠ,35
ላረገ,35
መለከት,35
ማይሆን,35
ሞገሱ,35
ሩጫ,35
ሰባት,35
ሲመታ,35
ስለአንተ,35
ስደክም,35
በርቶ,35
በጐነቱ,35
ቢሉ,35
ተነሱ,35
ተነስቶ,35
ትሰራለህ,35
ነግቶ,35
አለቴ,35
አላለ,35
አላቸው,35
አበዛለሁ,35
አንፈራም,35
አይመረመር,35
እቅፍ,35
እጥላለሁ,35
ከሰረ,35
ከሳሼ,35
ውጦ,35
ዕልል,35
ዕልልታዬ,35
ዘንዶ,35
የኛ,35
ይዞኛል,35
ገብቷል,35
ጫፍ,35
ፈፅሞ,35
ሃብት,34
ሆነና,34
ሌሎች,34
መገረም,34
ሚኖረው,34
ሚያሰኝ,34
ሚጠፋ,34
ማወቅ,34
ማዕረግ,34
ሲሰማ,34
ሲጠራ,34
ስላላየሁ,34
ስጋ,34
ቀልድ,34
በከበረ,34
በጌታዬ,34
ብር,34
ተሞልቶ,34
ተስኖት,34
ተስፋችን,34
ተገባ,34
ታውቀዋለህ,34
ትልሃለች,34
ትንሳኤ,34
ነዋሪ,34
አመስግኑት,34
አምኜ,34
አረገኝ,34
አሰራር,34
አሳረፈኝ,34
አስተምረኝ,34
አስፈሪ,34
አሻገረኝ,34
አብሮኝ,34
አትበለኝ,34
አንደኛዬ,34
አፍሮ,34
እመን,34
እሩጪ,34
እታመናለሁ,34
እናከብርሃለን,34
እንግዲህማ,34
ኩነኔ,34
ዘንበል,34
ዛሬስ,34
ዝላዩ,34
ዝቅታ,34
የተሻለ,34
ያልሆነ,34
ያሰኛል,34
ደርሻለሁ,34
ጨካኝ,34
ጸሎቴ,34
ሆነዉ,33
ለባሽ,33
ላደረክልኝ,33
ሌቱ,33
ልመናዬ,33
ልኖር,33
መስ,33
መስሎት,33
መሽቶ,33
መቶ,33
ማርኮኛል,33
ምላሴ,33
ምኞቱ,33
ምኞት,33
ሞኝ,33
ሥጋት,33
ቆጥሬ,33
በገናዬ,33
በጋ,33
ባክህ,33
ብሶ,33
ተለይቼ,33
ተገኘ,33
ትመጣ,33
ትኩስ,33
ትዕዛዝ,33
ኃጥያት,33
ንስር,33
ኖራለሁ,33
አምና,33
አትለወጥ,33
አትፍራ,33
አይኖር,33
አደረከው,33
አጣ,33
እስትንፋሴ,33
እስከመጨረሻ,33
እንደኔ,33
እንደጌታ,33
እንዴትስ,33
እውነቴን,33
እይዛለሁ,33
እፈር,33
ከፈለ,33
ክብርና,33
ክፋት,33
ዓመት,33
የሞላበት,33
የፈሰሰ,33
ያሳየኛል,33
ያደረ,33
ጠብቀኝ,33
ጥያቄዬ,33
ሃጥያት,32
መስሎኝ,32
መዳኛ,32
ሙት,32
ሙገሳ,32
ሚወድ,32
ሚያነሳ,32
ማመን,32
ምላስ,32
ምልክት,32
ምዕራፍ,32
ሞገሴ,32
ሰጥቶኛል,32
ሲታሰብ,32
ስትለኝ,32
ተሰማ,32
ተናገር,32
ትሆናለህ,32
ኃጢአቴ,32
ነበርኩ,32
ነፋስ,32
ነፍሳችን,32
ንጋት,32
ንግግር,32
ኖረ,32
አልቀር,32
አምላካቸው,32
አስፈልገዋለው,32
አበራ,32
አንደበቱ,32
አያምረኝ,32
እመለሳለሁ,32
እመጣለሁ,32
እሮጣለሁ,32
እንበል,32
እንግዳ,32
እየሆንከው,32
የሚያቆመኝ,32
ያለፍኩት,32
ያላየ,32
ይሰማል,32
ይሰማኛል,32
ጠቢብ,32
ጽድቁ,32
ፀሎቴ,32
ፈቃዴ,32
ሁን,31
ህይወታችን,31
ለመለመ,31
ለምኜ,31
ለብቻዬ,31
ልሂድ,31
ልኩ,31
መሰረት,31
ሙላት,31
ሚልህ,31
ሚናገር,31
ሚወጣ,31
ማይለወጥ,31
ምናገረው,31
ሳመልከው,31
ስታነሳኝ,31
ስውር,31
በለን,31
በለጠ,31
በቂ,31
በዚች,31
ቢወራ,31
ተረት,31
ተሳካ,31
ተአምር,31
ተፈጸመ,31
ታማኙ,31
ትንሹ,31
አልቀረም,31
አረ,31
አሰማኝ,31
አስገረመኝ,31
አትለዋወጥ,31
አይገኝ,31
አድራለሁ,31
አፈለቀ,31
እርካታዬ,31
እርዳታ,31
እስከመቼ,31
እስካሁን,31
እችላለሁ,31
እነሆ,31
እናውቃለን,31
እከፍላለሁ,31
እደሰታለሁ,31
እደነቃለሁ,31
ከቦኝ,31
ወንዙ,31
ወደኋላ,31
ዋላ,31
ውረድ,31
ዕድሜዬ,31
ዘዴ,31
ዝምታ,31
የሚያረካ,31
የትላንቱ,31
ይውጣ,31
ደርሰ,31
ድጋፍ,31
ጠበቃ,31
ጦረኛ,31
ጦርነት,31
ህዝቤ,30
ሊሆን,30
ላሰናዳ,30
ልብሴ,30
መለሰ,30
መጣል,30
ማልጄ,30
ምትረዳኝ,30
ረዳኸኝ,30
ሲነሳ,30
ሲያልፍ,30
ሲገባኝ,30
ስትል,30
ሽብሸባ,30
ቀንና,30
ቆርጦ,30
ቆይ,30
በገና,30
ብድራቱን,30
ተቀን,30
ተናግሮ,30
ተዓምራቱ,30
ትልቅነት,30
ትመቸኛለህ,30
ትርፍ,30
ነሽ,30
ነግሮኛል,30
አልቆ,30
አልተውህም,30
አርፎብኛል,30
አስጨክነኝ,30
አቁሞኛል,30
አቅጣጫ,30
አብሮ,30
አይለዋወጥ,30
አይሳሳትም,30
አይቶብኛል,30
አዳነ,30
አጋዥ,30
አፍቃሪ,30
እቅፉ,30
እንዳልቀር,30
ከዋክብት,30
ውበቴ,30
ዐይኖቼ,30
ዓይኖቹ,30
ዛሬማ,30
የመጣ,30
ያለአንተ,30
ያመለጠ,30
ያበራል,30
ያነሳኝ,30
ያገኘሁት,30
ይሻልሻል,30
ይታያል,30
ድቅድቅ,30
ጀርባ,30
ጐልያድ,30
ጠራህ,30
ጥሰህ,30
ጽና,30
ሆታ,29
ለሊቱ,29
ለተጠሩ,29
ላዩ,29
ልባርክ,29
ልውጣ,29
መልካምነቱ,29
መረጥከኝ,29
መራራ,29
መንግስቱ,29
ሚበላ,29
ምርኩዜ,29
ምኑ,29
ምክንያቴ,29
ሞትና,29
ርቆ,29
ሰምተህ,29
ሰውነቴ,29
ስታጽናናኝ,29
ቀየረ,29
በሁሉ,29
በዝቷል,29
ባማረ,29
ባከብርህ,29
ብርታቱ,29
ተወ,29
ተደግፌ,29
ተግተህ,29
ትዕግሥት,29
ችሎት,29
ነገሮች,29
አልከኝ,29
አልጨርሰው,29
አባታችን,29
አከብረዋለሁ,29
አወጣኝ,29
አዜማለሁ,29
አያይ,29
እሰጋለሁ,29
ወደአንተ,29
ውዱ,29
ዕንቁ,29
ዜና,29
የለበት,29
የተዘጋ,29
ያሰብኩት,29
ያደርገዋል,29
ያጣ,29
ያፈረ,29
ይመለክ,29
ይስማ,29
ይባላል,29
ይገለጣል,29
ደረስ,29
ድንኳን,29
ገኖ,29
ጊዜዬ,29
ጥሪ,29
ፈራጅ,29
ፈርዖን,29
ሂወቴ,28
ለሊት,28
ለሚታመኑበት,28
ለይቶ,28
ላብዛልህ,28
ልማዴ,28
መሞቱ,28
መሸሸጊያ,28
መንግሥቱ,28
መዝጊያ,28
ሚጠብቅ,28
ማዕበል,28
ምሄድበት,28
ምሥጋናና,28
ምትወደው,28
ምኖረው,28
ረሃቤ,28
ሰቆቃ,28
ሲታይ,28
ሲችል,28
በሄድኩበት,28
በረዶ,28
ባረከው,28
ብርሃኔ,28
ተለወጠ,28
ተድላ,28
ነውር,28
ነገርን,28
ነፃነት,28
ናና,28
አላረጀህ,28
አላፊ,28
አመሰግንሃለው,28
አምላክስ,28
አምላኳ,28
አእምሮዬ,28
አየነ,28
አጋጣሚ,28
አጸና,28
ኡሁሁ,28
እረሳለሁ,28
እንዘምራለን,28
እንዳትሄድብኝ,28
እዩ,28
እገሰግሳለሁ,28
እግሮቹ,28
ከብሮ,28
ወድሃለሁ,28
የማይቻለው,28
ያሉት,28
ያረገኝ,28
ያዳነኝ,28
ያጠግባል,28
ይለውጣል,28
ይመለሳል,28
ይመራኛል,28
ይባረኩ,28
ይደርሳል,28
ደሃ,28
ግድግዳ,28
ጐደለ,28
ጣራ,28
ጥልቁ,28
ጨመረ,28
ፅድቅ,28
ፍላጻ,28
ሄይ,27
ለት,27
ልማድ,27
መሬት,27
መስሎ,27
መትረፌ,27
መንግስት,27
ሠራዊት,27
ሰንሰለት,27
ሸንበቆ,27
ሹመት,27
ቀጠሮ,27
ባር,27
ተመለሰ,27
ተመታ,27
ተሰራ,27
ተግቼ,27
ታደገኝ,27
ቻለ,27
ነበርኩኝ,27
ነገረኝ,27
አለፍኩ,27
አላት,27
አምላክነት,27
አምባ,27
አምኖ,27
አሮጌ,27
አበባ,27
አነሳለሁ,27
አውርቼ,27
አውጥቶኛል,27
አይነት,27
አይገባኝ,27
አደርገዋለሁ,27
አዳንከኝ,27
አጥቶ,27
እባርካለሁ,27
እንዳልሆን,27
እንድቆም,27
እዩት,27
እዳዬ,27
ከፍታዬ,27
ወድጄሃለሁ,27
ወጥቷል,27
ውድዬ,27
ዓለሙ,27
ዘልቆ,27
የሚሳነው,27
የሚቆም,27
የተፈራ,27
የትናንቱ,27
የናዝሬቱ,27
ያቅትሃል,27
ያዘነ,27
ይስፋ,27
ይቀራል,27
ይቀድመኛል,27
ይደርደር,27
ደካሞች,27
ዳንኤል,27
ድሃ,27
ድካሙ,27
ጆሮዬ,27
ለታ,26
ሊቀ,26
ላዳነኝ,26
መልሰኝ,26
መልሼ,26
መስዋዕቴ,26
መነቀፍ,26
መውጊያ,26
መድሃኒያለም,26
መጠለያ,26
ሚያበራ,26
ማደር,26
ማደርገው,26
ምልህ,26
ምዘምረው,26
ረድኤቴ,26
ሰጥተህ,26
ሲያይ,26
ሲደርስ,26
ሲጠበቅ,26
ስለኔ,26
ሽቶ,26
ቀምሻለሁ,26
ቀስ,26
ቅርቤ,26
ቅንነት,26
በረት,26
ባለበት,26
ባርኮቴ,26
ተሻገረ,26
ተቀየረ,26
ተከተል,26
ተወለደ,26
ተጐዳ,26
ታሪኩ,26
ትሁት,26
ትናገር,26
ኀጢአቴ,26
ኃጢያት,26
ኋላዬን,26
ነበልባል,26
ነበሩ,26
ናፈቀኝ,26
ኔን,26
ንብረት,26
አልሆነ,26
አልሰጥ,26
አልከሰርኩም,26
አምልጫለሁ,26
አርፌያለሁ,26
አቅፎ,26
አበሳ,26
አንዳንዴ,26
አወጣ,26
አውቄ,26
አያልፍ,26
አድርጐታል,26
ኤልዛቤል,26
ኤሎሄ,26
እናምልከው,26
እንቆቅልሼ,26
እየሰማ,26
እደርሳለሁ,26
ኪሩቤል,26
ኪዳኑ,26
ካለበት,26
ወይኑ,26
ዋስትና,26
ውሰደው,26
ዘላለሜ,26
ዛፍ,26
የሚሰራ,26
የግዚአብሄር,26
ያረክልኝ,26
ያርግ,26
ያዘምረኛል,26
ያያሉ,26
ያድነኛል,26
ይለዋል,26
ይገዛል,26
ይፈሳል,26
ድቅድቁ,26
ገመድ,26
ገነት,26
ጉድለቴ,26
ጊንጡ,26
ግሩምና,26
ግራና,26
ፈራለሁ,26
ፈርቶ,26
ሁኔታዎች,25
ህመሜ,25
ሆኖኝ,25
ለማን,25
ለቅሶዬ,25
ለብሰህ,25
ላክ,25
ልምጣ,25
ልቀኝልህ,25
ልብስ,25
ልፍራ,25
መልክ,25
መራመድ,25
መሰለኝ,25
መንጋጋ,25
መግለጽ,25
ሚስጥረኛዬ,25
ምትወደኝ,25
ሲመሽ,25
ቀል,25
ቀኔ,25
ቀደመ,25
በሌላ,25
ባሮ,25
ባይኖረኝ,25
ብርሃኑ,25
ብወድቅ,25
ተመለሱ,25
ተራመድ,25
ተነግሮ,25
ትምህርት,25
ንጋቱ,25
አምልኮና,25
አሰብኩት,25
አስቀድሜ,25
አስበን,25
አስደናቂ,25
አንተስ,25
አንደ,25
አይለውጡህ,25
አጣሁኝ,25
እለዋለሁ,25
እመሰክራለሁ,25
እርስት,25
እቆማለሁ,25
እባቡ,25
እንመለሳለን,25
እንቅፋት,25
እንግዲህስ,25
እየገባ,25
እያመለኩ,25
እያደነቀ,25
ኮረብታ,25
ወዲህ,25
ዕዳዬ,25
የበረታ,25
የዛሬ,25
ያልከኝ,25
ያወጣል,25
ያውራ,25
ይልሃል,25
ይንበርከክ,25
ጠጅ,25
ጠግቤ,25
ጣፋጭ,25
ፈሰሰ,25
ሀይል,24
ሁል,24
ላከብር,24
ላድርግ,24
መሃሪ,24
መምሰል,24
መራራውን,24
መባረክ,24
መብል,24
መኖሩ,24
መውደዱ,24
መውደዴ,24
መግባት,24
ሚወደው,24
ማየው,24
ምሥጋናዬና,24
ምርኩዝ,24
ምድራዊ,24
ምድርና,24
ሞላዋ,24
ሠማዩ,24
ረካ,24
ሰባሪ,24
ሲባል,24
ሲያስብ,24
ሲደግፈኝ,24
ስለምን,24
ቀናት,24
ቅዱሳኑ,24
በርትቶ,24
ቢነሳ,24
ተቀኙለት,24
ተዐምራት,24
ተግባር,24
ችንጋፍ,24
ችግሩ,24
ንፁህ,24
አልቀረሁ,24
አልዘነጋውም,24
አመለጥኩት,24
አመጽ,24
አምንሀለሁ,24
አርነት,24
አሳድገን,24
አስባት,24
አስተማማኝ,24
አቀርባለሁ,24
አትንኩብኝ,24
አንዲት,24
አይረሳኝ,24
አይረሳውም,24
ኢየሱስዬ,24
እስኪነጋ,24
እነ,24
እናመልክሃለን,24
እንሄዳለን,24
እንዲደረግ,24
እንጨት,24
እየሰገድኩ,24
እገዛልሃለሁ,24
ኩራቴ,24
ወስኛለሁ,24
ወድቀው,24
ውሸት,24
ዘርቶ,24
የሌለብህ,24
የሚወደኝ,24
የማይረሳ,24
የጌቶቹ,24
ያህል,24
ያም,24
ያሰኘ,24
ያቀደው,24
ያክብርህ,24
ያገዘኝ,24
ይነጋል,24
ይኽውና,24
ይድመቅ,24
ደረቁ,24
ደክሞ,24
ጉብዝና,24
ጥልቀቱ,24
ፅኑ,24
ህዝቦች,23
ሊያይ,23
ሊያድ,23
ሊያጠፋኝ,23
ላከ,23
ልማር,23
ልስገድልህ,23
ልነሳ,23
መስራት,23
መውደቅ,23
መውጣቴ,23
መዝሙሬ,23
መግቢያ,23
ሚሉት,23
ሚያመልከው,23
ማጣት,23
ምመካበት,23
ምትኖር,23
ምንጩ,23
ሞቷል,23
ሞኝነት,23
ሰጣቸው,23
ሰፈሬ,23
ሲከፋ,23
ሲያቅተኝ,23
ሳልል,23
ስሙኝ,23
ስትመራኝ,23
ስጠራ,23
ቀምሼ,23
ቀብቶ,23
ቀድመህ,23
በለስ,23
በራልን,23
በየእለቱ,23
በደላችን,23
ቢሉኝ,23
ተወጋ,23
ተዘጋ,23
ተይኝ,23
ተገለበጠ,23
ታስፈልገኛለህ,23
ታናሹ,23
ትሆን,23
ትላለች,23
ትካዜ,23
ንፋሱ,23
አላችሁ,23
አላጣሁም,23
አልፋና,23
አመስግን,23
አማረ,23
አስታውሰዋለሁ,23
አስታውሳለሁ,23
አባትዬ,23
አትበይ,23
አንዴት,23
አከበረ,23
አይሞት,23
አይሰለቸኝ,23
አይጠግብም,23
አድርገኝ,23
አጭር,23
ኤሄ,23
እርስ,23
እርስቴ,23
እርግጠኛ,23
እሻገራለሁ,23
እናቴ,23
እንሰዋለን,23
እንደሌላ,23
እወራረዳለሁ,23
እዘላለሁ,23
እየጠራሁ,23
ወደዚያ,23
ወዳንተ,23
ዋስትናዬ,23
ዘሬ,23
የሚመጣ,23
የማን,23
የተሳለ,23
የተደረገልኝ,23
የወጣ,23
ይለያል,23
ይልቁን,23
ይመልሳል,23
ይቃወመኛል,23
ይጠብቀኛል,23
ይጣፍጣል,23
ይፈጸማል,23
ይፍሰስ,23
ደረቀ,23
ደቀ,23
ደፋ,23
ዲያብሎስ,23
ጅራፍ,23
ገበናዬ,23
ገባሁ,23
ጐኑ,23
ፍርዱ,23
ሆዴ,22
ለሁሉ,22
ለሚወዱት,22
ለወጥከው,22
ለውጥ,22
ሊያሳየኝ,22
ላብ,22
ሌላም,22
ልማዱ,22
መለወጥ,22
መነሻ,22
መደነቅ,22
ሚታመን,22
ሚወዱ,22
ማምለጥ,22
ማነኝ,22
ማንነቱ,22
ማጉረምረም,22
ምሰጠው,22
ረጅም,22
ርስቴ,22
ሲያውቅበት,22
ሳለቅስ,22
ስልጣኑ,22
ሾመው,22
ቀለም,22
በሬ,22
በስተቀር,22
ተማረ,22
ተጣለ,22
ታላቅነቱ,22
ታምነህ,22
ታቀናጃለህ,22
ታዳጊ,22
ትሁቱ,22
ትላለህ,22
ትምክህቴ,22
ነኝና,22
አለቱ,22
አልሰለችም,22
አልቀረልኝ,22
አልዓዛር,22
አምረህ,22
አምድ,22
አርፌ,22
አሰብከኝ,22
አስባለሁ,22
አሸነፈ,22
አነግስሃለሁ,22
አዩ,22
አይል,22
አይሞላ,22
አይበልጥም,22
አይገልጸውም,22
አይጥለኝ,22
አግዘኝ,22
አጥንቶቼ,22
አፈሰሰ,22
አፍሬ,22
እምላኬ,22
እርግማን,22
እነሱ,22
እንዴ,22
እንድሆን,22
እንጸልይ,22
እየሰራ,22
እያበራ,22
እያየሁኝ,22
ኮብላይ,22
ወንድሙ,22
ወደድኩህ,22
ውዳሴና,22
ውድቀቴ,22
ዓሣ,22
ዘለዓለሙ,22
ዘገየ,22
ዞሮ,22
የሚሳንህ,22
የሚደርስ,22
ያልሰማ,22
ያሳየኸኝ,22
ይመታ,22
ይባረካል,22
ይታገለው,22
ይከብራል,22
ይገለጥ,22
ድንጋዩ,22
ገባሁኝ,22
ጉም,22
ግልጽ,22
ግር,22
ጠበቀ,22
ጥጋቤ,22
ፈረስ,22
ፈጠርከው,22
ህያዋን,21
ላንሳ,21
ላይሆን,21
ላፍታ,21
ልሰዋልህ,21
ልንገር,21
ልጇ,21
መስዕዋት,21
መናገር,21
መንግሥተ,21
መድህን,21
መድረሻ,21
መጽናኛዬ,21
መፍታት,21
ሚያስመካ,21
ሚያስፈራ,21
ሚያቆም,21
ማጥ,21
ምሰጥህ,21
ምስራች,21
ሠላም,21
ረሃብ,21
ሰምቻለሁ,21
ሰጠሁ,21
ሲወራ,21
ሲያወራ,21
ሳኦል,21
ሽልማት,21
ቀባኝ,21
ቁልፍ,21
ቢሰማ,21
ቢነገር,21
ቢኖር,21
ብሆን,21
ብሌን,21
ብርቱና,21
ተመልሶ,21
ተመልሷል,21
ተረዳሁት,21
ተወራ,21
ተደግፌሃለሁ,21
ታድሶ,21
ትሁን,21
ትዳር,21
ነጥቆ,21
አሁንስ,21
አለቁ,21
አለፈላት,21
አላገኘሁ,21
አልወርድም,21
አሳለፍከኝ,21
አስከብሬ,21
አትበሉ,21
አይበቃኝ,21
አድራሻዬ,21
አጽናኝ,21
እምበረከካለሁ,21
እርምጃ,21
እርሱስ,21
እሰራለሁ,21
እነዚያ,21
እንበለው,21
እንዳገለግል,21
እወጣለሁ,21
እየሱስን,21
እያሰብኩ,21
እጮሃለሁ,21
ካለኝ,21
ኮረብቶች,21
ኸረ,21
ወቅቱ,21
ወደዚህ,21
ወፎች,21
ዓለት,21
ዘሩ,21
ዘርግቼ,21
የላቀ,21
የሌለዉ,21
የሚፈልቅ,21
የረዳኝ,21
የጠበቀ,21
ያረከው,21
ያረካኛል,21
ያሳያል,21
ያስጨነቀኝ,21
ያጸና,21
ይምራል,21
ይናገራል,21
ድግፍ,21
ጀመር,21
ገብተህ,21
ገዛኝ,21
ጉጉቴ,21
ጥግ,21
ጸጥ,21
ፍላጐቴ,21
ፍጡር,21
ሃብቱ,20
ሃፍረት,20
ሆነብኝ,20
ለኛ,20
ለኢየሱሴ,20
ሊረታ,20
ሊያሳርፍ,20
ሊያወጣ,20
ሊጐበኘን,20
ላላይ,20
ላልከኝ,20
ሌባ,20
ልተርከው,20
ልክፈል,20
መልሰን,20
መሠረት,20
መረቤ,20
መርጦ,20
መሰዊያ,20
መሻት,20
መቃብሬ,20
መታ,20
መታሰቢያ,20
መቷል,20
መከታዬ,20
መደገፊያዬ,20
መግለጫ,20
መጣሁኝ,20
መጥቷል,20
መጽሃፍ,20
ሙሽራይቱ,20
ማለቴ,20
ማመኔ,20
ማረን,20
ምስኪኖች,20
ምታመንበት,20
ምታስበው,20
ምግብ,20
ርህራሄ,20
ሰርተህ,20
ሲሄድ,20
ሳበኝ,20
ሳይመጣ,20
ሳይፈጠር,20
ስንቴ,20
ስጋት,20
ሸለቆዬ,20
ሽሮ,20
ሾሜሃለሁ,20
ቃላቶች,20
ቆሜያለሁ,20
ቆሟል,20
በላ,20
በልጦ,20
በማ,20
በርግጥ,20
በኛ,20
ቢያይል,20
ባይገባኝ,20
ብሎኝ,20
ተረሳ,20
ተራራዬ,20
ተሰብሯል,20
ተበላሸበት,20
ተንበርክኬ,20
ተከራታቹ,20
ተጠማች,20
ታለፈ,20
ታበሰ,20
ታወቀ,20
ትከፍታለህ,20
ኃይልና,20
ናልኝ,20
ናትና,20
ናፍቆት,20
ንጉሣችን,20
አልመኝ,20
አልቆርጥ,20
አልቻሉ,20
አልፋለሁ,20
አልፌያለሁ,20
አልፏል,20
አመሰግንሀለሁኝ,20
አራት,20
አሳልፈህ,20
አሸብርቀህ,20
አብረን,20
አታስጨንቂኝ,20
አትወሰንም,20
አትጠገብም,20
አንለያይ,20
አንሳ,20
አንስተህ,20
አንተኮ,20
አውጥተህ,20
አይለቅ,20
አይነስበት,20
አይወራ,20
አይገባ,20
አደራረግህ,20
አደርኩኝ,20
አደግ,20
አገኘኝ,20
አጋር,20
አጥንት,20
አጽንቶ,20
እስከምድር,20
እቃ,20
እተማመናለሁ,20
እኔና,20
እንደማያልፍ,20
እንዳልክ,20
እጨነቃለሁ,20
ከሚመጣው,20
ከፈተ,20
ካልዳሰስከኝ,20
ወገናችን,20
ወጣሁኝ,20
ዓለቱ,20
ዕረፍቴ,20
ዘላቂ,20
ዘምሪ,20
ዝርግፍ,20
ዝናዬ,20
የሚወደድ,20
የሚያደርገኝ,20
የሚገኝ,20
የሰጠኛ,20
የነበር,20
የዋሁ,20
ያስደንቀኛል,20
ያዝሜው,20
ያገኘ,20
ያግዘኛል,20
ያግደው,20
ዬሱሳ,20
ይለቅ,20
ይስጠኛ,20
ይቅርብህ,20
ይበሉ,20
ይነገራል,20
ይኸውልህ,20
ይወዳል,20
ይዘን,20
ይግባኝ,20
ይፈታሉ,20
ይፈጽማል,20
ጀምር,20
ጅማሬ,20
ገምቶ,20
ጉዴ,20
ጠራኸኝ,20
ጠብቀው,20
ጠብቅ,20
ጤና,20
ጥማት,20
ጨከነ,20
ጻድቃን,20
ፃድቅ,20
ፈረሰ,20
ፈቶ,20
ሀገር,19
ሃይሌ,19
ላሉ,19
ላጣ,19
ልስጥህ,19
ልኮ,19
ልግባ,19
መላእክት,19
መቅረብ,19
መንጋ,19
መዳኛዬ,19
መዳፍ,19
መድረስ,19
መጨነቄ,19
መፍራት,19
ሚሉ,19
ሚመራኝ,19
ሚመጣ,19
ሚሰጠኝ,19
ሚሰጥ,19
ሚገርመኝ,19
ሚገባኝ,19
ማስተዋሉ,19
ምረጥ,19
ሠማያት,19
ሲሉኝ,19
ሳመልክ,19
ሳሙኤል,19
ሳይኖረኝ,19
ስላገኘሁ,19
ስርዓት,19
ስዓቱ,19
ስዝል,19
ቀርቷል,19
ቀይሮ,19
ቆጥሮ,19
በሀሰት,19
በቀላሉ,19
በተከበበ,19
ቢያተርፍ,19
ባርኪ,19
ብላችሁ,19
ብቀመጥ,19
ተለውጧል,19
ተሰቅሎ,19
ተሰጠ,19
ተሸከመኝ,19
ተነሺ,19
ተወለደልን,19
ተወኝ,19
ተወደስ,19
ትቶኛል,19
ትንቢት,19
ትገዛለህ,19
ችሎ,19
ነኛ,19
ነገድ,19
ነጭ,19
አሉኝ,19
አልጐደለ,19
አምነዋለው,19
አሻገርከኝ,19
አብዝተህ,19
አትድከም,19
አነሳኸኝ,19
አንገቱ,19
አክብሮት,19
አዋርዶ,19
አያረጅም,19
አይመለስ,19
አይቆም,19
አይነቷ,19
አይጠገብ,19
አደራረጉ,19
አዲሱ,19
አድርጓል,19
አግኝቶ,19
አጥር,19
እሄዳለሁኝ,19
እሰጥሃለሁ,19
እቀርባለሁ,19
እባርክሃለሁ,19
እንሂድ,19
እንቅልፌ,19
እንቅልፍ,19
እንደሚፈስ,19
እንዳለፈ,19
እንድ,19
እከተልሃለሁ,19
እያደር,19
እዳ,19
እጨምራለሁ,19
ከፍለ,19
ካህናት,19
ክብራችን,19
ወንድሞቹ,19
ወደዋለሁ,19
ወጥቷልና,19
ዋስ,19
ውድቀት,19
ውጬ,19
የሚያስጨንቀኝን,19
የማይቻል,19
ያለቀ,19
ያላችሁ,19
ያስነሳል,19
ያስደንቃል,19
ያዝኩት,19
ያዳነ,19
ያገኘኝ,19
ይሁንልኝ,19
ይመስላል,19
ይበቃል,19
ይታወጅ,19
ይዘምራል,19
ይጸናል,19
ድንግል,19
ጀምሬ,19
ጋብቻ,19
ግዑዙ,19
ጓደኛዬ,19
ጠጥቶ,19
ጥለህ,19
ጥሜ,19
ጥራ,19
ጥቅም,19
ጭጋጉ,19
ጻድቁ,19
ፀንቶ,19
ፀጥ,19
ፀጥታ,19
ፍቃድ,19
ሂጂ,18
ሃይማኖት,18
ህብረት,18
ሆኑ,18
ለተጠማ,18
ሊሰራ,18
ሊያጠፋ,18
ላመልከው,18
ላብዛ,18
ላንግስ,18
ላወራ,18
ልመና,18
ልፋት,18
መልሴ,18
መረጠ,18
መርጫለሁ,18
መሰለ,18
መሸ,18
መፈታት,18
ሚታደግ,18
ማልቀስ,18
ማርያም,18
ማይደክም,18
ምሽግ,18
ምትክ,18
ሰባቱ,18
ሲመራኝ,18
ሲያበራ,18
ሲያነሳ,18
ሳልሰጋ,18
ሳይደክም,18
ስልቱ,18
ስትገባ,18
ሹማምንት,18
ሽልማቴ,18
ሽረህ,18
ሽንፈት,18
ቀሩ,18
ቀንዴ,18
ቆምኩ,18
በኢየሱሴ,18
ቢረዳ,18
ቢነድ,18
ቢፈለግ,18
ባርኮቱ,18
ቤተልሄም,18
ብርታቴ,18
ብቃቴ,18
ብናገር,18
ብዛቱ,18
ተመቶ,18
ተረስቶ,18
ተረፈ,18
ተሸክሞ,18
ተቀምጠህ,18
ተቀበል,18
ተቀይሯል,18
ተነሥ,18
ተነጋገሩ,18
ተንበርክኮ,18
ተከፈለ,18
ተከፍቶ,18
ተወራርጃለሁ,18
ተዋጋ,18
ተገልብጧል,18
